Id,Program,Y0s1_enrol,Y0s2_enrol,Y1s1_enrol,Y1s1_complete,Y1s1_grade,Y1s2_enrol,Y1s2_complete,Y1s2_grade,Y2s1_enrol,Y2s1_complete,Y2s1_grade,Y2s2_enrol,Y2s2_complete,Y2s2_grade,Y3s1_enrol,Y3s1_complete,Y3s1_grade,Y3s2_enrol,Y3s2_complete,Y3s2_grade,Y4s1_enrol,Y4s1_complete,Y4s1_grade,Y4s2_enrol,Y4s2_complete,Y4s2_grade,Rest_enrol,Rest_complete,Rest_grade,Failure
111364523,3,24,30,30,30,16.267,30,30,16.333,30,30,15.067,30,30,17.5,30,30,12.967,30,30,14.933,0,0,0,0,0,0,0,0,0,0
111364549,3,30,24,30,30,15.267,30,30,16,30,30,14.533,30,30,17,30,30,13.4,30,30,15.4,0,0,0,0,0,0,0,0,0,0
131398875,1,30,48,36,0,0,42,0,0,30,0,0,54,0,0,35,0,0,53,5,10,29,0,0,42,0,0,392,26,11.423,1
131403862,0,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111335857,3,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111345870,3,30,30,20,20,14.5,26,26,15.385,34,34,14.588,26,26,14.077,30,30,15.267,30,30,14.533,0,0,0,0,0,0,0,0,0,0
131386158,3,30,30,0,0,0,10,10,13,30,30,16,37,33,14.364,30,20,12.5,35,32,13.313,30,30,13.8,30,25,12.6,0,0,0,0
131380374,2,36,36,30,30,11.6,30,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131385021,0,26,43,28,4,15,38,12,12,36,30,13,8,8,16.5,30,30,13.033,30,30,13.867,0,0,0,0,0,0,0,0,0,0
131387864,0,31,41,0,0,0,0,0,0,32,26,14.346,30,6,10,36,19,10.632,36,9,13.667,30,6,14.333,30,12,14.5,0,0,0,1
131385737,0,26,30,36,36,13,30,30,16.2,30,30,15.5,30,30,15.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131382393,2,39,48,30,21,12.857,36,36,12.667,30,30,12.7,30,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131384102,0,28,34,30,30,12.6,35,35,13.771,30,30,13.067,30,30,13.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131385306,1,12,12,36,24,13,42,24,15.25,35,17,14.118,30,18,12.667,30,19,14.737,30,24,13,30,18,15,42,12,11.5,0,0,0,0
131382269,2,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131386344,3,30,30,30,27,16.111,33,33,17.303,30,30,15.467,30,30,17.333,30,30,13.533,30,30,15.167,0,0,0,0,0,0,0,0,0,0
131388087,3,0,10,30,30,17,52,35,14.8,34,30,15.333,36,25,15.56,34,30,15.333,36,30,14.567,30,26,13.538,30,24,13.792,0,0,0,0
131403423,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131404767,1,29,30,23,0,0,42,0,0,29,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131383736,1,35,36,28,11,14,48,24,12.75,42,14,12,30,0,0,30,18,13,30,6,13,0,0,0,0,0,0,0,0,0,0
131390023,1,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111354317,3,30,24,30,30,16.133,30,30,17.667,30,30,14.7,30,30,16.5,30,30,13.9,30,30,16.033,0,0,0,0,0,0,0,0,0,0
131405236,1,29,30,17,0,0,24,0,0,17,0,0,24,0,0,17,0,0,18,0,0,17,0,0,18,0,0,0,0,0,1
131391869,2,36.5,30,36,13,10.538,53.5,24,10.563,30,16,10.75,30,22.5,13.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131397078,1,23,30,37,0,0,36,0,0,34,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131387599,2,24,24,36,24,10.75,24.5,13,11.615,30.5,24.5,10.469,34.5,23,11.783,36,11.5,12.087,36,18.5,12.405,30,18,11.306,30,24,13.188,0,0,0,0
131382910,3,30,30,30,30,15.7,30,30,15.333,30,30,15.633,30,30,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131386325,0,30,30,30,19,11.368,30,24,13.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131385067,3,30,30,24,24,16.5,30,30,17.667,30,30,15.533,30,30,16.333,30,26,15.346,26,26,14.346,0,0,0,0,0,0,0,0,0,0
131386049,2,35.5,35.5,40.5,35,12.5,30,24.5,12.939,30,19.5,12.231,30,30,13.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131396239,1,5,24,36,24,15.292,35,30,15.3,26,20,13.7,41,36,13.389,33,33,13.364,33,28,14.964,28,28,14.607,30,25,13,0,0,0,0
131387659,1,30,30,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131389938,2,30,30,30,30,13.3,30,30,13.633,30,30,11.35,30,30,14.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131395130,0,10,26,43,36,11.972,30,30,13.2,43,18,11.333,30,24,14,32,18,12.667,29,29,12.483,0,0,0,0,0,0,0,0,0,0
131385995,3,30,0,0,0,0,30,30,15.5,30,30,17.333,30,30,16.233,30,30,16.333,30,30,14.3,33,33,13.394,27,27,12.741,0,0,0,0
131396976,2,12,18,24,0,0,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111354314,3,30,24,30,30,14.867,30,30,17.667,30,30,14.533,30,30,17,30,30,14.833,30,30,15.6,0,0,0,0,0,0,0,0,0,0
131403993,2,0,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111364367,3,30,24,30,30,16.6,30,30,16,30,30,14.733,30,30,16.5,30,30,15.167,30,30,15.7,0,0,0,0,0,0,0,0,0,0
131389663,0,5,6,12,7,10,27,10,12.4,5,5,13.6,16,10,11.6,15,15,12.8,12,12,14,12,12,12.25,9,9,13.667,116,83,13.506,0
131383478,2,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131382635,3,30,30,30,30,13.967,30,30,14.667,30,30,13.867,30,30,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131383997,2,30,30,30,30,11.6,36,36,15.25,30,30,11.5,30,24,12.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131387504,3,35,30,30,25,12.6,32,32,14.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131393620,0,25,26,21,18,13.333,30,24,14.083,34,34,11.676,36,36,12.5,32,18,13.333,28,28,14.393,0,0,0,0,0,0,0,0,0,0
131386760,2,12,12,42,24,12.75,36,36,15.417,36.5,36.5,11.027,36,30,13,30,11.5,12.609,30,24,14.292,0,0,0,0,0,0,0,0,0,0
131382341,3,30,30,30,30,15.533,30,30,15.333,30,30,13.933,30,30,13.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111364556,3,30,24,30,30,15.933,30,30,16,30,30,15.233,30,30,15.5,30,30,13.033,30,30,16.9,0,0,0,0,0,0,0,0,0,0
131384199,3,30,30,36,36,14.75,30,30,17,30,24,14.042,30,30,15.667,30,30,12.167,30,30,13.667,0,0,0,0,0,0,0,0,0,0
131384260,2,36,54,36,36,12.167,36,24,12.25,30,18,13.5,30,24,12.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131389152,2,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131379789,3,27,35,27,21,16.762,27,22,15.909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131388110,3,16,0,36,30,13.7,30,30,16,30,27,13.556,30,20,17.5,33,27,11.407,30,30,14.333,30,30,13.167,30,30,12.033,0,0,0,0
111354286,3,30,24,30,30,16.4,30,30,16.667,30,30,15.267,30,30,15.5,30,30,15.133,30,30,16.367,0,0,0,0,0,0,0,0,0,0
131392262,0,0,6,24,15,12.4,42,14,12.714,29,20,12.6,28,22,14.636,30,30,12.7,36,30,13,30,23,13.435,30,24,13.167,0,0,0,0
131386932,0,34,42,36,24,14.875,30,24,13,30,23,12.478,30,15,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131388730,0,27,14,32,10,10.5,58,30,14.6,28,15,12,30,25,10.92,40,29,11.862,39,17,12.588,30,8,14.5,30,12,11,0,0,0,0
131390419,2,0,5.5,0,0,0,23,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131398405,1,28,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131384427,1,35,36,23,12,14.5,48,12,11.5,42,31,12.774,30,18,12.333,30,24,12.375,30,6,13,0,0,0,0,0,0,0,0,0,0
131395559,0,17,14,25,19,13.368,55,24,15.5,44,25,11.48,73,36,14,48,6,11,42,30,12.6,32,12,12,46,11,13.273,0,0,0,0
131384498,0,25,24,42,22,11.545,39,25,12.72,45,16,14.5,40,28,17.571,31,14,13.286,40,9,10.444,0,0,0,0,0,0,0,0,0,0
131385169,3,35,30,30,25,16.64,30,30,17,30,30,14.933,30,30,14,30,30,14.167,30,30,14.3,0,0,0,0,0,0,0,0,0,0
131393336,0,18,30,33,21,12.714,49,33,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131402827,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131384701,2,12,18,30,18,12.333,36,18,11.667,30,30,12,36,30,12.6,30,30,11.9,30,24,12.75,0,0,0,0,0,0,0,0,0,0
131390730,0,12,18,28,28,12.929,42,36,14.611,35,29,12.931,36,24,12.25,30,25,11.56,30,24,12.208,0,0,0,0,0,0,0,0,0,0
131390328,2,35.5,35.5,30,1.5,12,30,1.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131394381,0,19,34,16,14,12.571,35,22,11.409,25,19,11.526,22,16,12.5,36,18,11.667,30,24,12.5,32,13,10,29,17,12.118,0,0,0,0
131394241,0,24,35,22,22,13.318,21,18,13.667,35,29,11.862,34,34,11.706,42,24,10.458,30,30,11.2,32,12,10.5,29,23,12.348,0,0,0,0
131393569,0,23,18,26,26,13.115,34,28,14.5,28,18,12,42,36,12.25,32,19,12,29,23,12.783,0,0,0,0,0,0,0,0,0,0
131396593,1,9,24,42,33,12.091,29,21,11.857,36,19,12.947,31,25,13.84,31,21,12.81,29,24,11.542,28,17,11.824,30,17,10.706,0,0,0,0
131389887,0,36,36,30,21,11.714,39,21,13.286,30,23,12.217,30,15,11.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131386452,0,13,6,13,0,0,38,19,11.579,30,30,13.233,30,30,14.133,36,30,12.2,36,30,11.2,30,17,11.706,30,15,11.667,0,0,0,0
131386681,2,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111354372,3,46,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131389154,2,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131387463,3,22,5,30,30,15.6,30,30,17,41,30,13.5,30,30,17.333,30,22,12.682,30,30,15.333,33,19,12,27,22,13.591,0,0,0,0
131391448,2,46,0,36,18,13.333,36.5,36.5,12.671,36.5,12.5,11.88,36.5,30,11.667,30,13.5,11.444,30,23.5,12.234,0,0,0,0,0,0,0,0,0,0
131412394,2,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131398568,2,35.5,35.5,35.5,0,0,35,0,0,30,18,10.306,47.5,0,0,24,0,0,30,0,0,0,0,0,0,0,0,0,0,0,1
111364509,3,30,24,30,30,15.133,30,30,17,30,30,15.067,30,30,17,30,30,12.767,30,30,15.1,0,0,0,0,0,0,0,0,0,0
131382654,0,38,62,36,36,12.583,36,24,13.25,30,20,12.3,30,24,10.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131385452,2,36,36,36,30,11.7,30,24,14.125,30,24,12,30,30,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131383858,3,30,30,36,36,15.806,30,30,17.667,30,24,14.375,30,30,16.667,30,30,12.867,30,30,14.033,0,0,0,0,0,0,0,0,0,0
131386230,2,18,30,35.5,17.5,12.343,36,36,13.778,36,30.5,10.639,36,24,12.271,30,17.5,11.114,30,18,11.778,0,0,0,0,0,0,0,0,0,0
131384306,1,35,30,36,31,12.29,30,30,13,30,30,12.7,30,24,12.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131393120,0,7,7,13,6,11,7,0,0,13,0,0,58,39,12.462,22,22,12.909,30,20,14.5,28,28,12.964,36,27,13,61,35,13.343,0
131384313,0,28,36,30,30,12.1,30,30,12.4,30,30,11.967,30,30,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131391636,1,6,6,29,11,11.091,60,36,11.333,40,29,12.759,36,12,11,28,12,13,48,12,13.5,35,29,11.655,24,12,15.5,0,0,0,0
111335828,3,30,30,34,34,14.5,30,30,16.333,30,26,14.462,30,30,15,30,30,14.833,30,30,14.667,0,0,0,0,0,0,0,0,0,0
131397231,0,7,13,19,6,12,18,12,19,73,36,13.5,36,18,14,38,13,10.538,48,36,13.667,31,11,12.091,29,17,14.118,0,0,0,0
111335840,3,30,30,30,30,13.333,30,30,13.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131392853,2,24,27,0,0,0,0,0,0,23.5,0,0,48.5,0,0,0,0,0,0,0,0,35.5,18,12.333,35.5,0,0,132,43.5,13.08,1
131389812,3,34,30,4,0,0,34,30,15.667,34,30,14.233,30,30,16.333,30,26,12.923,34,0,0,30,30,14.267,30,30,13.833,0,0,0,0
131394910,2,39,29.5,27,6,10,42,0,0,35.5,14.5,10,48,7,10.786,41.5,6,11,47.5,0,0,41.5,0,0,29,10,10.8,143,0,0,1
131392649,0,28,30,34,34,14.353,42,36,16,30,30,13.4,30,30,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131394395,2,29,50.5,36,29.5,12.797,32.5,27,12.667,34.5,6,12,41,25,10.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131382547,0,30,34,30,30,12.9,30,30,13.2,30,30,13.467,30,30,13.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131384413,1,34,48,36,14,12.143,36,12,11,28,9,12,36,24,12.75,30,15,12.2,30,6,10,0,0,0,0,0,0,0,0,0,0
131380940,2,42,42,30,12,13.75,30,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131380084,1,40,54,30,9,13,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131394308,0,28,31,22,18,13.667,32,32,13.438,49,30,12.933,42,36,15.167,32,18,12,29,29,12.724,0,0,0,0,0,0,0,0,0,0
131389699,3,30,30,30,30,16.333,37,34,14,30,30,15.667,30,26,14.808,33,30,12.733,30,30,13.967,0,0,0,0,0,0,0,0,0,0
131398323,1,16,36,40,34,11.324,30,30,11.6,67,14,10.429,77,32,11.313,40,0,0,40,11,12.636,34,6,10,35,6,11,0,0,0,0
111345861,3,30,30,26,26,16,20,20,16.5,26,26,15.5,34,34,16.118,30,30,13.933,30,30,14.467,0,0,0,0,0,0,0,0,0,0
131389381,3,33,33,30,30,13.067,30,30,14.333,39,30,12.8,30,30,14.333,30,24,14.75,33,33,12.455,0,0,0,0,0,0,0,0,0,0
131382770,2,33,51,36,33,11.818,36,24,10.625,30,24,12.625,30,24,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131384073,3,30,30,30,30,17.033,30,30,17.333,30,30,16.6,30,30,15.667,30,30,15.6,30,30,15.4,0,0,0,0,0,0,0,0,0,0
131391973,0,9,0,29,20,12.5,52,37,13.108,29,16,12.625,42,24,11.75,36,30,11.6,35,23,12.913,30,13,11.923,30,13,12,0,0,0,0
111335755,3,24,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131390684,2,11.5,18,36.5,36.5,14.521,35.5,23.5,14.979,36,24.5,12.449,36,30.5,12.197,30,11.5,11.826,30,24,13.875,0,0,0,0,0,0,0,0,0,0
131384983,2,30,30,30,30,12.6,36,36,14.417,30,30,13.3,30,24,12.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131385248,3,30,30,30,30,13.567,30,30,16,30,30,14.867,30,30,15.333,30,30,13.7,30,30,13.9,0,0,0,0,0,0,0,0,0,0
131395908,1,12,18,35,23,12.565,36,36,13.5,36,12,12,46,40,12.05,41,0,0,56,11,11.545,34,20,11.35,47,12,10.417,58,19,13,0
131391583,0,26,40,43,18,13.167,42,6,17,30,24,13,30,11,12.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131382514,3,30,30,30,30,14.333,30,30,13,30,30,14.4,30,30,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131393806,2,41.5,48.5,35.5,23.5,11.787,35,11,12.182,34.5,11.5,13.565,34,16.5,11.97,30,13.5,11.667,30,14,10.321,0,0,0,0,0,0,0,0,0,0
131399692,2,30,24.5,30,0,0,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131384709,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131403899,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131392644,1,36,36,36,36,11.778,36,36,11.667,30,18,11.833,30,18,12.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131403941,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131385250,3,30,30,30,30,16.067,30,30,18.667,30,30,14.667,30,30,16.667,30,30,14.833,30,30,13.667,0,0,0,0,0,0,0,0,0,0
131384645,2,30,30,30,30,14.6,30,30,15.2,30,30,13.1,30,30,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131389814,1,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131402798,2,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131384745,0,30,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111364581,3,24,30,30,30,17.267,30,30,17,30,30,16.6,30,30,17.5,30,30,15.267,30,30,16.167,0,0,0,0,0,0,0,0,0,0
131393721,0,51,41,28,19,13.263,42,36,14.917,32,32,12.094,41,23,13.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131395302,1,12,24,24,18,12,30,12,12,42,18,12.667,42,18,13.667,37,31,13.516,30,24,14.25,32,6,12,36,12,12,300,26,11.923,0
131382457,0,30,38,30,30,13.4,30,30,14.8,30,30,14.033,30,30,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131385808,2,36,24,24,6,10,30,6,12,30,0,0,30,10,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131397468,1,0,24,24,18,10.667,54,24,11.75,33,27,11.481,39,12,13,44,12,11,47,24,13.125,33,14,10,41,14,10.5,63,31,11.839,0
131391790,2,12,18,30,18,13.667,35.5,17.5,13.314,17.5,17.5,12.343,17.5,17.5,13.943,35,12,14.5,29,11.5,12.522,25.5,13.5,13.222,31.5,19.5,12.179,60,23,13.348,0
111335762,3,10,0,33,30,16.5,33,33,15.727,33,20,17,33,33,14.545,40,40,15.525,23,23,15.739,30,24,14.208,30,27,12.111,0,0,0,0
131403800,2,35.5,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131387436,3,0,10,40,30,18,30,30,15.7,30,20,16,30,30,13.3,30,30,14.333,33,33,15.303,30,30,13.067,32,32,13.531,0,0,0,0
131393550,0,25,40,28,28,13.036,42,42,15.071,32,32,14,29,23,14.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131383368,1,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131386800,0,37,30,30,24,13.75,36,36,12.667,30,30,11.633,30,24,13.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131384025,2,30,48,27,27,17.111,24,24,17.5,27,27,17.444,30,24,16.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131384241,2,33,36,36,6,12,36,0,0,36,6,12,24,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
